OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
856,18abf4ff,01/10/2006 03:30:00 PM,Tuesday,Jan,10,2006,15,1,18,2006,FELONY ASSAULT,FELONY,E,23,MANHATTAN,N.Y. POLICE DEPT,999737,228497,"(40.7938422170001, -73.944069584)"
857,e884f8d0,01/10/2006 03:30:00 PM,Tuesday,Jan,10,2006,15,1,10,2006,ROBBERY,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001060,230359,"(40.7989504830001, -73.939286861)"
858,ef45a410,01/10/2006 03:30:00 PM,Tuesday,Jan,10,2006,15,1,10,2006,FELONY ASSAULT,FELONY,J,47,BRONX,N.Y. POLICE DEPT,1027207,265545,"(40.8954371230001, -73.844623488)"
859,adac4b0b,01/10/2006 03:30:00 PM,Tuesday,Jan,10,2006,15,1,10,2006,ROBBERY,FELONY,,73,BROOKLYN,N.Y. POLICE DEPT,1008276,183623,"(40.670655072, -73.91339092)"
860,2cfeb5e7,01/10/2006 03:35:00 PM,Tuesday,Jan,10,2006,15,1,12,2006,GRAND LARCENY,FELONY,D,25,MANHATTAN,N.Y. POLICE DEPT,1003102,231811,"(40.802931706, -73.9319074639999)"
861,184a0608,01/10/2006 03:47:00 PM,Tuesday,Jan,10,2006,15,1,10,2006,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990503,215519,"(40.7582323710001, -73.977430585)"
862,810c3568,01/10/2006 03:50:00 PM,Tuesday,Jan,10,2006,15,1,10,2006,ROBBERY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040968,197304,"(40.7080570970001, -73.795425751)"
863,f64019b3,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,BURGLARY,FELONY,G,70,BROOKLYN,N.Y. POLICE DEPT,995796,171110,"(40.6363346860001, -73.958401065)"
864,6ca4c1be,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,11,2006,ROBBERY,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1019025,210110,"(40.743319872, -73.874505466)"
865,73abba49,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,11,2006,BURGLARY,FELONY,1,111,QUEENS,N.Y. POLICE DEPT,1043456,220105,"(40.7706237090001, -73.786251163)"
866,6fd8217c,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,2,15,2006,RAPE,FELONY,F,42,BRONX,N.Y. POLICE DEPT,1008798,238971,"(40.8225699160001, -73.9113071689999)"
867,1162a1c9,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY,FELONY,I,44,BRONX,N.Y. POLICE DEPT,1007898,242593,"(40.8325137250001, -73.914546188)"
868,188a916b,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,FELONY ASSAULT,FELONY,K,45,BRONX,N.Y. POLICE DEPT,1026294,243759,"(40.835645641, -73.848062534)"
869,39f1433c,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1013646,253325,"(40.8619526260001, -73.893727978)"
870,d1a1349b,01/10/2006 04:00:00 PM,Tuesday,Jan,10,2006,16,1,13,2006,BURGLARY,FELONY,E,50,BRONX,N.Y. HOUSING POLICE,1009385,257779,"(40.8741906550001, -73.909115781)"
871,f9d3ad5,01/10/2006 04:11:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY,FELONY,C,19,MANHATTAN,N.Y. TRANSIT POLICE,996551,223272,"(40.7795059970001, -73.9555855039999)"
872,be55a15a,01/10/2006 04:25:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY,FELONY,7,79,BROOKLYN,N.Y. POLICE DEPT,999223,192074,"(40.693871083, -73.9460069899999)"
873,ef95617,01/10/2006 04:30:00 PM,Tuesday,Jan,10,2006,16,1,11,2006,BURGLARY,FELONY,E,78,BROOKLYN,N.Y. POLICE DEPT,989730,183551,"(40.6704883510001, -73.980246828)"
874,47f83499,01/10/2006 04:30:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1005353,190273,"(40.688915261, -73.923907115)"
875,a451ea55,01/10/2006 04:30:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,ROBBERY,FELONY,B,7,MANHATTAN,N.Y. TRANSIT POLICE,987521,201066,"(40.7185640660001, -73.988201454)"
876,479a7356,01/10/2006 04:30:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983819,209272,"(40.7410881280001, -74.001556788)"
877,e7b0125b,01/10/2006 04:35:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,BURGLARY,FELONY,G,106,QUEENS,N.Y. POLICE DEPT,1037067,190456,"(40.6892851200001, -73.809549891)"
878,76b52e2a,01/10/2006 04:40:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,BURGLARY,FELONY,K,79,BROOKLYN,N.Y. POLICE DEPT,996351,192735,"(40.695689767, -73.95636258)"
879,9ce89514,01/10/2006 04:45:00 PM,Tuesday,Jan,10,2006,16,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,25,MANHATTAN,N.Y. POLICE DEPT,1000240,231561,"(40.8022511660001, -73.942245685)"
880,511c6d3,01/10/2006 04:52:00 PM,Tuesday,Jan,10,2006,16,1,10,2006,ROBBERY,FELONY,J,88,BROOKLYN,N.Y. HOUSING POLICE,990007,192515,"(40.695092317, -73.979240625)"
881,9c09caa6,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,31,2006,GRAND LARCENY,FELONY,D,62,BROOKLYN,N.Y. POLICE DEPT,983316,157146,"(40.5980138690001, -74.003364722)"
882,f8c5ac02,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,12,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,78,BROOKLYN,N.Y. POLICE DEPT,990749,186955,"(40.679830877, -73.976570196)"
883,18586f40,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,,106,QUEENS,N.Y. POLICE DEPT,1027265,187149,"(40.6802612390001, -73.8449157169999)"
884,1f7f89d7,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,11,2006,ROBBERY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1019699,188374,"(40.683657114, -73.872187589)"
885,d5553dcb,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,12,2006,GRAND LARCENY,FELONY,C,17,MANHATTAN,N.Y. POLICE DEPT,992013,211517,"(40.747246696, -73.9719847009999)"
886,cb783acf,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,17,2006,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,988528,211953,"(40.7484457790001, -73.984561824)"
887,ee3ce0fb,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,FELONY ASSAULT,FELONY,H,42,BRONX,N.Y. HOUSING POLICE,1010674,239150,"(40.823055808, -73.904528301)"
888,ddbea41a,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1002326,246396,"(40.842965017, -73.9346711109999)"
889,2ff02a1c,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,49,BRONX,N.Y. POLICE DEPT,1026732,252554,"(40.859783194, -73.846423968)"
890,ced37276,01/10/2006 05:00:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1032047,242037,"(40.830889993, -73.8272846199999)"
891,e111701b,01/10/2006 05:03:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,BURGLARY,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1050208,183138,"(40.669110764, -73.762236907)"
892,7ffd8189,01/10/2006 05:10:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,BURGLARY,FELONY,C,68,BROOKLYN,N.Y. POLICE DEPT,983798,166673,"(40.624163567, -74.001629706)"
893,64bb5957,01/10/2006 05:10:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,BURGLARY,FELONY,P,67,BROOKLYN,N.Y. POLICE DEPT,1007630,176574,"(40.6513088560001, -73.915744102)"
894,5c7bbd02,01/10/2006 05:10:00 PM,Tuesday,Jan,10,2006,17,1,10,2007,ROBBERY,FELONY,A,71,BROOKLYN,N.Y. POLICE DEPT,996149,181562,"(40.6650226890001, -73.9571107629999)"
895,b499aa93,01/10/2006 05:10:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,FELONY ASSAULT,FELONY,H,42,BRONX,N.Y. HOUSING POLICE,1010674,239150,"(40.823055808, -73.904528301)"
896,5ed57f56,01/10/2006 05:15:00 PM,Tuesday,Jan,10,2006,17,1,11,2006,BURGLARY,FELONY,F,1,MANHATTAN,N.Y. POLICE DEPT,981936,198565,"(40.7116997190001, -74.0083482429999)"
897,3d095bea,01/10/2006 05:15:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,984541,200617,"(40.7173322680001, -73.9989516959999)"
898,2189a233,01/10/2006 05:15:00 PM,Tuesday,Jan,10,2006,17,1,11,2006,GRAND LARCENY,FELONY,A,20,MANHATTAN,N.Y. POLICE DEPT,989222,220448,"(40.7717620180001, -73.9820508449999)"
899,21b10dd8,01/10/2006 05:20:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1015609,179833,"(40.660229433, -73.886974088)"
900,7b6739d0,01/10/2006 05:20:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,D,84,BROOKLYN,N.Y. POLICE DEPT,988692,192556,"(40.6952056110001, -73.983982735)"
901,4bd5079a,01/10/2006 05:30:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,A,79,BROOKLYN,N.Y. POLICE DEPT,999999,186359,"(40.6781833690001, -73.943221997)"
902,251155c7,01/10/2006 05:30:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,986152,211628,"(40.747554565, -73.993137079)"
903,4e04c088,01/10/2006 05:30:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1016357,212065,"(40.7486959410001, -73.8841243969999)"
904,5ec3445c,01/10/2006 05:30:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1031754,214766,"(40.756040182, -73.828536277)"
905,18f49ea5,01/10/2006 05:30:00 PM,Tuesday,Jan,10,2006,17,1,11,2006,BURGLARY,FELONY,D,32,MANHATTAN,N.Y. POLICE DEPT,1000229,236101,"(40.8147122300001, -73.9422746119999)"
906,ce6d479e,01/10/2006 05:35:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,BURGLARY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989989,208911,"(40.740095421, -73.97929156)"
907,5b90b11e,01/10/2006 05:45:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,FELONY ASSAULT,FELONY,N,73,BROOKLYN,N.Y. POLICE DEPT,1010510,179707,"(40.6599001800001, -73.905352906)"
908,87e39cff,01/10/2006 05:45:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,999162,192475,"(40.694971837, -73.946226075)"
909,2fb2753e,01/10/2006 05:45:00 PM,Tuesday,Jan,10,2006,17,1,27,2006,GRAND LARCENY,FELONY,F,1,MANHATTAN,N.Y. POLICE DEPT,980152,200426,"(40.716807074, -74.014784417)"
910,c4a263d2,01/10/2006 05:50:00 PM,Tuesday,Jan,10,2006,17,1,10,2006,ROBBERY,FELONY,E,76,BROOKLYN,N.Y. POLICE DEPT,985636,190267,"(40.688923839, -73.995003733)"
911,e84fb3e6,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,12,2006,BURGLARY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1016472,180660,"(40.6624962650001, -73.8838596259999)"
912,cc9c068d,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,26,2006,FELONY ASSAULT,FELONY,B,79,BROOKLYN,N.Y. POLICE DEPT,1000801,186984,"(40.6798973890001, -73.9403290339999)"
913,b05b5203,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,E,88,BROOKLYN,N.Y. POLICE DEPT,990926,188297,"(40.6835142310001, -73.975930718)"
914,d71725cf,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,GRAND LARCENY,FELONY,D,90,BROOKLYN,N.Y. POLICE DEPT,996475,197122,"(40.707730885, -73.955907446)"
915,5f42c22e,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,C,107,QUEENS,N.Y. TRANSIT POLICE,1041627,198275,"(40.710718006, -73.793040543)"
916,84000735,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989098,214039,"(40.7541710290001, -73.982503147)"
917,b994078b,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,13,2006,BURGLARY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,987326,216532,"(40.7610144720001, -73.9888978389999)"
918,29fa9ce,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,GRAND LARCENY,FELONY,E,19,MANHATTAN,N.Y. POLICE DEPT,997543,224538,"(40.782979395, -73.9520011279999)"
919,6fbb4fdc,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,BURGLARY,FELONY,I,43,BRONX,N.Y. POLICE DEPT,1020108,243410,"(40.83471502, -73.870419377)"
920,c2dddb58,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,FELONY ASSAULT,FELONY,N,46,BRONX,N.Y. POLICE DEPT,1006410,249843,"(40.8524167100001, -73.919899319)"
921,b8de30de,01/10/2006 06:00:00 PM,Tuesday,Jan,10,2006,18,1,27,2006,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1031770,256835,"(40.87150754, -73.8281806859999)"
922,845ac6a,01/10/2006 06:15:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,ROBBERY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1014334,253189,"(40.86157703, -73.891241309)"
923,148b9e64,01/10/2006 06:20:00 PM,Tuesday,Jan,10,2006,18,1,17,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1030556,191671,"(40.692656469, -73.833019338)"
924,76e13560,01/10/2006 06:20:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,996619,223395,"(40.779843504, -73.955339747)"
925,350f8c0f,01/10/2006 06:30:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,BURGLARY,FELONY,E,62,BROOKLYN,N.Y. POLICE DEPT,987016,161801,"(40.6107905150001, -73.990039323)"
926,e22f2bf9,01/10/2006 06:30:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,ROBBERY,FELONY,D,67,BROOKLYN,N.Y. POLICE DEPT,998739,173654,"(40.643313096, -73.947791939)"
927,848a8cb0,01/10/2006 06:30:00 PM,Tuesday,Jan,10,2006,18,1,19,2006,GRAND LARCENY,FELONY,A,13,MANHATTAN,N.Y. POLICE DEPT,989382,205548,"(40.7308651870001, -73.98148456)"
928,1c2de3e7,01/10/2006 06:30:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. POLICE DEPT,992288,214530,"(40.7555163750001, -73.9709886219999)"
929,c01c2130,01/10/2006 06:30:00 PM,Tuesday,Jan,10,2006,18,1,11,2006,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,987472,214939,"(40.7566420420001, -73.988371577)"
930,47c9088a,01/10/2006 06:45:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,984441,200699,"(40.717557341, -73.9993124329999)"
931,d0cde18c,01/10/2006 06:45:00 PM,Tuesday,Jan,10,2006,18,1,10,2006,GRAND LARCENY,FELONY,C,20,MANHATTAN,N.Y. POLICE DEPT,989217,221643,"(40.7750419830001, -73.9820680139999)"
932,e94373c2,01/10/2006 07:00:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1014584,178454,"(40.656447954, -73.8906746979999)"
933,b00fe40c,01/10/2006 07:00:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,BURGLARY,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,996074,202064,"(40.72129604, -73.957345123)"
934,d8e3e96,01/10/2006 07:00:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,108,QUEENS,N.Y. POLICE DEPT,1007335,209928,"(40.742858568, -73.916692918)"
935,c619d967,01/10/2006 07:05:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,FELONY ASSAULT,FELONY,7,78,BROOKLYN,N.Y. POLICE DEPT,987285,181870,"(40.6658755560001, -73.989061459)"
936,f9e3d5e7,01/10/2006 07:05:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987947,208833,"(40.739882419, -73.9866604109999)"
937,1d753889,01/10/2006 07:15:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,ROBBERY,FELONY,B,77,BROOKLYN,N.Y. POLICE DEPT,993199,185739,"(40.676491094, -73.967738675)"
938,5628c0dc,01/10/2006 07:15:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,GRAND LARCENY,FELONY,F,110,QUEENS,N.Y. POLICE DEPT,1020360,207265,"(40.7355057090001, -73.869702998)"
939,f4e5b9fb,01/10/2006 07:20:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,BURGLARY,FELONY,G,79,BROOKLYN,N.Y. POLICE DEPT,998095,188080,"(40.6829103050001, -73.950082901)"
940,550c9ac6,01/10/2006 07:23:00 PM,Tuesday,Jan,10,2006,19,2,10,2006,ROBBERY,FELONY,I,67,BROOKLYN,N.Y. POLICE DEPT,1004230,176916,"(40.6522558950001, -73.9279960759999)"
941,2daeca0d,01/10/2006 07:29:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,ROBBERY,FELONY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010837,172962,"(40.641385653, -73.9042008919999)"
942,86e89108,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,GRAND LARCENY,FELONY,I,70,BROOKLYN,N.Y. POLICE DEPT,994117,175691,"(40.648910577, -73.964443822)"
943,6253f265,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,BURGLARY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1020240,186406,"(40.6782532230001, -73.870247489)"
944,52e877e1,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,FELONY ASSAULT,FELONY,,106,QUEENS,N.Y. POLICE DEPT,1035242,188954,"(40.6851731850001, -73.816141963)"
945,b249ae4a,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,983966,201499,"(40.7197531460001, -74.001025984)"
946,a76c8363,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1014559,209585,"(40.7418953110001, -73.890624709)"
947,322ca0f8,01/10/2006 07:30:00 PM,Tuesday,Jan,10,2006,19,1,14,2006,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,991979,218177,"(40.7655267310001, -73.972099752)"
948,44f454db,01/10/2006 07:40:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,GRAND LARCENY,FELONY,H,70,BROOKLYN,N.Y. POLICE DEPT,995971,173670,"(40.6433611090001, -73.9577660909999)"
949,985d16f2,01/10/2006 07:40:00 PM,Tuesday,Jan,10,2006,19,1,10,2006,ROBBERY,FELONY,H,77,BROOKLYN,N.Y. POLICE DEPT,1000103,186031,"(40.6772828970001, -73.9428478199999)"
950,ea4a6bef,01/10/2006 07:45:00 PM,Tuesday,Jan,10,2006,19,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,N,52,BRONX,N.Y. POLICE DEPT,1017719,260875,"(40.882660543, -73.878965426)"
951,2cf1a3d2,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,12,2006,BURGLARY,FELONY,M,120,STATEN ISLAND,N.Y. POLICE DEPT,951321,169720,"(40.6324657440001, -74.118638182)"
952,6ed7d0ce,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,15,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,71,BROOKLYN,N.Y. POLICE DEPT,996714,182111,"(40.666528795, -73.955073172)"
953,94e96862,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,10,2006,ROBBERY,FELONY,E,75,BROOKLYN,N.Y. HOUSING POLICE,1013031,182526,"(40.6676298730001, -73.8962544779999)"
954,d79f06a7,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,11,2006,BURGLARY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1013995,187170,"(40.6803734150001, -73.892759054)"
955,5b7f429,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,11,2006,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,986358,211072,"(40.7460284380001, -73.992393794)"
956,29839e41,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,10,2006,FELONY ASSAULT,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1008596,231485,"(40.8020234960001, -73.9120641659999)"
957,e52d7fcb,01/10/2006 08:00:00 PM,Tuesday,Jan,10,2006,20,1,10,2006,FELONY ASSAULT,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1020216,256814,"(40.871504541, -73.869957184)"
958,e21b2580,01/10/2006 08:30:00 PM,Tuesday,Jan,10,2006,20,1,12,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,77,BROOKLYN,N.Y. POLICE DEPT,998366,183303,"(40.66979809, -73.9491158069999)"
959,482f294d,01/10/2006 08:30:00 PM,Tuesday,Jan,10,2006,20,1,11,2006,BURGLARY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1041767,198341,"(40.7108982510001, -73.792534996)"
960,dba59497,01/10/2006 08:35:00 PM,Tuesday,Jan,10,2006,20,1,10,2006,BURGLARY,FELONY,I,104,QUEENS,N.Y. POLICE DEPT,1006063,197946,"(40.709974129, -73.9213221109999)"
961,942eb7a1,01/10/2006 08:57:00 PM,Tuesday,Jan,10,2006,20,1,27,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,102,QUEENS,N.Y. POLICE DEPT,1023452,191622,"(40.6925562930001, -73.858637008)"
962,5d0d5195,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,BURGLARY,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1065207,208078,"(40.737440389, -73.707869252)"
963,8c628502,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,5,23,2006,GRAND LARCENY,FELONY,G,108,QUEENS,N.Y. POLICE DEPT,1006402,210160,"(40.7434977350001, -73.9200591379999)"
964,8ddf5c6e,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,1,19,MANHATTAN,N.Y. POLICE DEPT,996612,218588,"(40.7666495560001, -73.955373864)"
965,c90f069f,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,FELONY ASSAULT,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1017772,240710,"(40.827313476, -73.878874593)"
966,cea7029b,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,20,2006,FELONY ASSAULT,FELONY,J,46,BRONX,N.Y. POLICE DEPT,1009331,250025,"(40.8529084310001, -73.909340056)"
967,4bb50ff8,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,BURGLARY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003529,250419,"(40.854004418, -73.9303116579999)"
968,186b7ecd,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,ROBBERY,FELONY,H,43,BRONX,N.Y. POLICE DEPT,1020316,239179,"(40.823101299, -73.8696904609999)"
969,2da5d92e,01/10/2006 09:00:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1057636,203954,"(40.72618713, -73.735233904)"
970,ed9567d7,01/10/2006 09:15:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,ROBBERY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1014285,181029,"(40.663516777, -73.891740853)"
971,c1443528,01/10/2006 09:20:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,ROBBERY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1021936,212700,"(40.750416838, -73.863985756)"
972,6ed8a4c8,01/10/2006 09:25:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,ROBBERY,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1012204,175051,"(40.647115297, -73.8992665499999)"
973,d34912b2,01/10/2006 09:30:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,FELONY ASSAULT,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1017336,182790,"(40.6683394520001, -73.880734952)"
974,bd2b8804,01/10/2006 09:30:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,FELONY ASSAULT,FELONY,I,84,BROOKLYN,N.Y. POLICE DEPT,989331,189098,"(40.685713852, -73.981680984)"
975,1a17fcfb,01/10/2006 09:30:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,104,QUEENS,N.Y. POLICE DEPT,1013201,204661,"(40.728384702, -73.895546536)"
976,e037c688,01/10/2006 09:30:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,GRAND LARCENY,FELONY,J,19,MANHATTAN,N.Y. POLICE DEPT,998061,221203,"(40.773824905, -73.950137512)"
